timestamp,epoch,elapsed_s,phase,ok,sample_latency_s,cluster_status,nodes_total,data_nodes,active_shards,active_shards_percent,relocating_shards,initializing_shards,unassigned_shards,pending_tasks,task_max_waiting_millis,alias_targets,physical_indices,index_docs_total,index_store,error
2026-07-28T23:26:31-04:00,1785295591.074,4.2,baseline,1,4.2,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:27:34-04:00,1785295654.84,68.0,baseline,1,3.76,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,1,4.67,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,1,3.86,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:30:47-04:00,1785295847.47,260.6,baseline,1,4.08,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,1,4.22,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,1,5.3,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,1,3.79,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,1,4.08,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,1,6.04,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,1,8.67,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,1,4.44,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:39:28-04:00,1785296368.781,781.9,baseline,1,4.7,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:40:32-04:00,1785296432.459,845.6,baseline,1,3.67,green,7,4,66,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997,2837724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb,
2026-07-28T23:41:36-04:00,1785296496.635,909.8,rebuilding,1,4.17,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=891,2838615,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=494.5kb,
2026-07-28T23:42:42-04:00,1785296562.87,976.0,rebuilding,1,6.23,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=12000,2849724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=78.6mb,
2026-07-28T23:43:46-04:00,1785296626.836,1040.0,rebuilding,1,3.96,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=12000,2849724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=151.6mb,
2026-07-28T23:44:50-04:00,1785296690.426,1103.6,rebuilding,1,3.58,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=12000,2849724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=201.1mb,
2026-07-28T23:46:08-04:00,1785296768.578,1181.7,rebuilding,1,18.14,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=12000,2849724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=280.2mb,
2026-07-28T23:47:13-04:00,1785296833.397,1246.5,rebuilding,1,4.81,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=12000,2849724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=335mb,
2026-07-28T23:48:18-04:00,1785296898.627,1311.8,rebuilding,1,5.22,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=12000,2849724,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=395.7mb,
2026-07-28T23:49:24-04:00,1785296964.79,1377.9,rebuilding,1,6.15,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=178773,3016497,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=511.7mb,
2026-07-28T23:50:33-04:00,1785297033.71,1446.9,rebuilding,1,8.92,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=290394,3128118,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=652.1mb,
2026-07-28T23:51:37-04:00,1785297097.679,1510.8,rebuilding,1,3.97,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=290394,3128118,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=725.5mb,
2026-07-28T23:52:41-04:00,1785297161.547,1574.7,rebuilding,1,3.85,green,7,4,76,100.0,0,0,0,0,0,none,datasets=1643727;datasets-30415669331-1=0;datasets-30416434329-1=1193997;datasets-30420116330-1=290394,3128118,datasets=5.6gb;datasets-30415669331-1=2kb;datasets-30416434329-1=2.7gb;datasets-30420116330-1=805.5mb,
