timestamp,epoch,elapsed_s,phase,node,roles,cpu_percent,load_1m,load_5m,load_15m,ram_percent,heap_percent,heap_used_bytes,heap_max_bytes,disk_used_percent,young_gc_count,young_gc_millis,old_gc_count,old_gc_millis,indexing_index_total,indexing_current,indexing_time_millis,indexing_rate_per_s,search_query_total,search_query_current,search_query_time_millis,search_rate_per_s,search_latency_ms_avg,merges_current,refresh_total,docs_count,store_size_bytes,search_pool_active,search_pool_queue,search_pool_rejected,write_pool_active,write_pool_queue,write_pool_rejected
2026-07-28T23:27:34-04:00,1785295654.84,68.0,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,15,1.12,1.25,1.38,97,24,501146440,2013265920,17.36,47626,22440588,0,0,2777738,0,5299193,0.0,620374,0,8319806,0.38,13.41,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:27:34-04:00,1785295654.84,68.0,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,2,0.27,0.44,0.5,97,42,847068656,2013265920,31.56,42349,16756478,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:27:34-04:00,1785295654.84,68.0,baseline,d4bf7949f79fd89363109b965457f2c4,dir,10,0.84,1.44,1.44,97,61,1243042232,2013265920,11.65,43748,21024200,0,0,1875295,0,3676174,0.0,457428,0,6540260,0.13,14.3,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:27:34-04:00,1785295654.84,68.0,baseline,f079abb8520cc2abe929aef1be71de3a,dir,23,0.68,1.43,1.81,97,46,932586520,2013265920,11.55,56878,30052496,0,0,1874162,1,4173880,0.0,525780,0,10107015,0.25,19.22,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,4,0.71,0.73,0.96,97,54,1087238424,2013265920,17.42,45807,20627660,0,0,2798796,0,4673887,0.0,669043,0,9444514,0.23,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,1,0.07,0.28,0.36,95,16,327860976,2013265920,32.26,33954,9490961,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,2,0.23,0.42,0.47,97,32,652351064,2013265920,32.16,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,4,1.0,1.2,1.36,97,33,672064328,2013265920,17.36,47626,22440588,0,0,2777738,0,5299193,0.0,620395,0,8320156,0.32,13.41,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,2,0.17,0.38,0.47,96,46,943537648,2013265920,31.59,42349,16756478,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,d4bf7949f79fd89363109b965457f2c4,dir,7,0.78,1.32,1.39,97,24,485885560,2013265920,11.65,43749,21024857,0,0,1875295,0,3676174,0.0,457438,0,6540567,0.15,14.3,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:28:39-04:00,1785295719.52,132.6,baseline,f079abb8520cc2abe929aef1be71de3a,dir,9,0.82,1.37,1.77,97,54,1100358680,2013265920,11.55,56878,30052496,0,0,1874162,1,4173880,0.0,525794,0,10107344,0.22,19.22,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,7,0.79,0.73,0.94,97,62,1261302040,2013265920,17.42,45807,20627660,0,0,2798796,0,4673887,0.0,669061,0,9445184,0.28,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,1,0.24,0.28,0.36,97,15,305332752,2013265920,32.31,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,2,0.08,0.33,0.43,96,35,720508504,2013265920,32.21,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,62,1.3,1.25,1.36,97,40,824107848,2013265920,17.36,47626,22440588,0,0,2777738,0,5299193,0.0,620413,0,8321145,0.28,13.41,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,2,0.12,0.32,0.45,97,51,1042103792,2013265920,31.61,42349,16756478,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,d4bf7949f79fd89363109b965457f2c4,dir,4,0.61,1.18,1.34,97,26,532886568,2013265920,11.65,43750,21025434,0,0,1875295,0,3676174,0.0,457450,0,6540796,0.19,14.3,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:29:43-04:00,1785295783.393,196.5,baseline,f079abb8520cc2abe929aef1be71de3a,dir,6,0.47,1.16,1.67,97,61,1241916440,2013265920,11.55,56878,30052496,0,0,1874162,1,4173880,0.0,525806,0,10107623,0.19,19.22,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:30:47-04:00,1785295847.471,260.6,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,4,1.77,1.07,1.04,97,71,1438511384,2013265920,17.42,45807,20627660,0,0,2798796,0,4673887,0.0,669076,0,9445803,0.23,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:30:47-04:00,1785295847.471,260.6,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,2,0.58,0.4,0.39,97,19,383975952,2013265920,32.15,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:30:47-04:00,1785295847.471,260.6,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,2,0.41,0.4,0.45,96,39,798103128,2013265920,32.06,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:30:47-04:00,1785295847.471,260.6,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,16,1.99,1.47,1.43,97,24,487303168,2013265920,17.36,47627,22442092,0,0,2777738,0,5299193,0.0,620428,0,8322742,0.23,13.41,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:30:47-04:00,1785295847.471,260.6,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,6,0.24,0.33,0.44,96,56,1145912816,2013265920,31.52,42349,16756478,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:30:47-04:00,1785295847.471,260.6,baseline,d4bf7949f79fd89363109b965457f2c4,dir,4,1.55,1.41,1.41,97,33,670250024,2013265920,11.65,43750,21025434,0,0,1875295,0,3676174,0.0,457460,0,6541337,0.16,14.3,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:30:47-04:00,1785295847.471,260.6,baseline,f079abb8520cc2abe929aef1be71de3a,dir,10,1.05,1.26,1.67,97,68,1378231320,2013265920,11.55,56878,30052496,0,0,1874162,1,4173880,0.0,525816,0,10108348,0.16,19.22,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,5,1.23,1.07,1.04,96,27,551706520,2013265920,17.42,45808,20628348,0,0,2798796,0,4673887,0.0,669085,0,9446026,0.14,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,1,0.23,0.33,0.37,97,22,456327696,2013265920,32.19,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,1,0.13,0.32,0.42,95,43,866260568,2013265920,32.11,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,2,2.17,1.63,1.49,97,25,521863192,2013265920,17.36,47628,22442831,0,0,2777738,0,5299193,0.0,620443,0,8324287,0.23,13.42,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,1,0.09,0.27,0.41,97,61,1235041776,2013265920,31.55,42349,16756478,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,d4bf7949f79fd89363109b965457f2c4,dir,8,1.6,1.51,1.45,97,25,508444152,2013265920,11.65,43751,21026500,0,0,1875295,0,3676174,0.0,457466,0,6542179,0.09,14.3,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:31:51-04:00,1785295911.698,324.8,baseline,f079abb8520cc2abe929aef1be71de3a,dir,12,1.3,1.33,1.67,97,25,506980416,2013265920,11.55,56879,30053384,0,0,1874162,1,4173880,0.0,525826,0,10108759,0.16,19.22,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,5,0.81,1.0,1.02,97,36,727867288,2013265920,17.42,45808,20628348,0,0,2798796,0,4673887,0.0,669103,0,9446422,0.28,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,1,0.16,0.3,0.35,96,26,525533712,2013265920,32.24,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,1,0.04,0.25,0.38,96,46,933369432,2013265920,32.15,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,20,0.99,1.41,1.42,97,23,480126896,2013265920,17.36,47630,22443586,0,0,2777738,0,5299193,0.0,620461,0,8326293,0.28,13.42,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,2,0.25,0.27,0.4,96,66,1333607920,2013265920,31.58,42349,16756478,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,d4bf7949f79fd89363109b965457f2c4,dir,6,1.13,1.41,1.42,94,22,444422816,2013265920,11.65,43753,21027653,0,0,1875295,0,3676174,0.0,457478,0,6543981,0.18,14.3,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:32:57-04:00,1785295977.003,390.1,baseline,f079abb8520cc2abe929aef1be71de3a,dir,12,1.45,1.41,1.68,97,27,559197408,2013265920,11.55,56880,30053396,0,0,1874162,1,4173880,0.0,525838,0,10109967,0.18,19.23,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,2,0.78,0.99,1.02,97,43,870473624,2013265920,17.42,45808,20628348,0,0,2798796,0,4673887,0.0,669121,0,9447014,0.28,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,1,0.14,0.27,0.34,97,29,595788304,2013265920,32.29,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,1,0.01,0.2,0.36,96,49,1001526872,2013265920,32.19,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,2,0.43,1.16,1.33,97,27,547596280,2013265920,17.36,47631,22443612,0,0,2777738,0,5299193,0.0,620479,0,8326710,0.28,13.42,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,2,0.12,0.23,0.37,96,70,1425882608,2013265920,31.61,42349,16756478,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,d4bf7949f79fd89363109b965457f2c4,dir,7,0.82,1.29,1.38,97,23,464491832,2013265920,11.65,43754,21027679,0,0,1875295,0,3676174,0.0,457490,0,6544262,0.19,14.3,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:34:00-04:00,1785296040.807,453.9,baseline,f079abb8520cc2abe929aef1be71de3a,dir,37,1.63,1.49,1.69,96,35,721726688,2013265920,11.55,56880,30053396,0,0,1874162,1,4173880,0.0,525850,0,10111072,0.19,19.23,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,98,2.11,1.29,1.12,97,54,1095917464,2013265920,17.42,45808,20628348,0,0,2798796,0,4673887,0.0,669142,0,9447606,0.33,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,100,0.05,0.21,0.31,97,32,663945744,2013265920,32.12,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,100,0.0,0.16,0.33,97,53,1071781464,2013265920,32.24,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,100,0.64,1.1,1.3,97,32,654551032,2013265920,17.36,47631,22443612,0,0,2777738,0,5299193,0.0,620494,0,8326800,0.23,13.42,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,100,1.78,0.57,0.47,96,18,365080368,2013265920,31.52,42350,16757034,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,d4bf7949f79fd89363109b965457f2c4,dir,100,2.47,1.62,1.48,97,26,538950640,2013265920,11.65,43755,21027702,0,0,1875295,0,3676174,0.0,457504,0,6545154,0.22,14.31,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:35:04-04:00,1785296104.897,518.0,baseline,f079abb8520cc2abe929aef1be71de3a,dir,100,2.72,1.76,1.77,97,41,829730016,2013265920,11.55,56880,30053396,0,0,1874162,1,4173880,0.0,525860,0,10111435,0.16,19.23,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,34,1.49,1.21,1.1,94,63,1276272536,2013265920,17.42,45808,20628348,0,0,2798796,0,4673887,0.0,669163,0,9448470,0.32,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,10,0.93,0.39,0.37,95,37,752026128,2013265920,32.17,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,23,0.29,0.26,0.36,95,57,1157764696,2013265920,32.09,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,36,2.17,1.51,1.43,97,22,461857792,2013265920,17.36,47633,22445497,0,0,2777738,0,5299193,0.0,620509,0,8330877,0.23,13.43,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,29,1.58,0.72,0.53,97,18,376490496,2013265920,31.55,42351,16757631,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,d4bf7949f79fd89363109b965457f2c4,dir,32,1.64,1.53,1.46,97,34,694139888,2013265920,11.65,43755,21027702,0,0,1875295,0,3676174,0.0,457518,0,6545654,0.21,14.31,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:36:10-04:00,1785296170.94,584.1,baseline,f079abb8520cc2abe929aef1be71de3a,dir,37,2.18,1.79,1.78,97,49,987016416,2013265920,11.55,56880,30053396,0,0,1874162,1,4173880,0.0,525870,0,10112934,0.15,19.23,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,6,0.8,1.06,1.05,97,73,1482842008,2013265920,17.42,45808,20628348,0,0,2798796,0,4673887,0.0,669184,0,9449161,0.31,14.12,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,6,0.85,0.45,0.39,95,41,829620752,2013265920,32.23,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,8,0.09,0.2,0.33,96,60,1228019288,2013265920,32.14,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,7,0.91,1.3,1.37,97,24,498778584,2013265920,17.36,47634,22445676,0,0,2777738,0,5299193,0.0,620524,0,8331642,0.22,13.43,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,3,1.24,0.76,0.55,97,19,393656760,2013265920,31.58,42352,16757665,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,d4bf7949f79fd89363109b965457f2c4,dir,5,1.01,1.4,1.42,97,42,851426288,2013265920,11.65,43755,21027702,0,0,1875295,0,3676174,0.0,457532,0,6546358,0.2,14.31,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:37:19-04:00,1785296239.617,652.8,baseline,f079abb8520cc2abe929aef1be71de3a,dir,12,1.34,1.6,1.71,97,55,1113894112,2013265920,11.55,56880,30053396,0,0,1874162,1,4173880,0.0,525880,0,10113567,0.15,19.23,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,19,1.38,1.18,1.09,97,23,481906272,2013265920,17.42,45810,20630267,0,0,2798796,0,4673887,0.0,669196,0,9454066,0.19,14.13,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,5,0.74,0.48,0.4,95,44,895681040,2013265920,32.28,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,5,0.43,0.27,0.34,96,64,1296176728,2013265920,32.18,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,13,0.62,1.16,1.32,97,22,453999200,2013265920,17.36,47636,22445717,0,0,2777738,0,5299193,0.0,620542,0,8332523,0.28,13.43,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,3,0.7,0.68,0.54,95,24,485931448,2013265920,31.61,42352,16757665,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,d4bf7949f79fd89363109b965457f2c4,dir,6,1.1,1.37,1.41,97,47,962575336,2013265920,11.65,43755,21027702,0,0,1875295,0,3676174,0.0,457540,0,6547125,0.12,14.31,0,994845,1134729,1807183601,0,0,0,0,0,0
2026-07-28T23:38:24-04:00,1785296304.069,717.2,baseline,f079abb8520cc2abe929aef1be71de3a,dir,10,1.33,1.54,1.68,97,28,565927536,2013265920,11.55,56881,30054250,0,0,1874162,1,4173880,0.0,525892,0,10116703,0.19,19.24,0,1134198,1135200,1792391245,0,0,0,0,0,0
2026-07-28T23:39:28-04:00,1785296368.781,781.9,baseline,03630dbf8bbeb4b9593591c3d088c86a,dir,13,1.19,1.17,1.1,97,26,527941200,2013265920,17.42,45811,20630921,0,0,2798796,0,4673887,0.0,669211,0,9457143,0.23,14.13,0,1479616,1703902,2711569869,0,0,0,0,0,0
2026-07-28T23:39:28-04:00,1785296368.781,781.9,baseline,2b48e7468691103c7d0719a1e8eba6b8,mr,3,0.64,0.49,0.4,95,47,964887056,2013265920,32.32,33955,9491580,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:39:28-04:00,1785296368.781,781.9,baseline,926f51bc44e9afb28bd9f4eff0246612,mr,1,0.51,0.32,0.35,95,67,1363285592,2013265920,32.23,24871,10775365,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
2026-07-28T23:39:28-04:00,1785296368.781,781.9,baseline,c8b55bedfd9f0fe3807e0750eda622d5,dir,2,0.28,0.95,1.23,97,23,482241232,2013265920,17.36,47637,22445749,0,0,2777738,0,5299193,0.0,620551,0,8332692,0.14,13.43,0,1343930,1703430,2701157878,0,0,0,0,0,0
2026-07-28T23:39:28-04:00,1785296368.781,781.9,baseline,d1f93aa0cf46f30b50b7c808d9b97f45,mr,1,0.73,0.69,0.55,96,28,579254712,2013265920,31.64,42352,16757665,0,0,0,0,0,0.0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,0
